Datetime(UTC)	BISM2	BLTM2	APAM2	SLIM2	KPTV2	SWPV2	WASD2	AXTV2	GTND2
2017-10-10 11:00:00	2.1	1.3	1.5	1.9	0.2	0.0	0.49	-0.89	1.41
2017-10-10 12:00:00	1.7	1.3	1.4	1.6	0.7	0.3	0.52	-0.82	1.44
2017-10-10 13:00:00	1.2	1.4	1.5	1.3	1.3	0.8	1.12	-0.2	2.03
2017-10-10 14:00:00	0.8	1.6	1.4	1.0	2.2	1.5	2.1	0.72	3.02
2017-10-10 15:00:00	0.6	1.5	1.2	0.7	3.0	2.3	2.92	1.48	3.87
2017-10-10 16:00:00	0.5	1.4	1.0	0.5	3.4	3.0	3.35	1.9	4.3
2017-10-10 17:00:00	0.6	1.1	0.7	0.5	3.5	3.3	3.28	1.84	4.23
2017-10-10 18:00:00	1.0	0.6	0.3	0.5	3.2	3.2	2.76	1.31	3.71
2017-10-10 19:00:00	1.6	0.4	0.2	0.9	2.7	2.9	2.03	0.59	2.99
2017-10-10 20:00:00	2.1	0.3	0.2	1.3	1.9	2.3	1.31	-0.13	2.26
2017-10-10 21:00:00	2.5	0.1	0.3	1.6	1.3	1.6	0.72	-0.66	1.67
2017-10-10 22:00:00	2.5	0.3	0.6	1.7	0.7	0.9	0.46	-0.92	1.41
2017-10-10 23:00:00	2.3	0.5	0.9	1.8	0.5	0.5	0.33	-1.05	1.28
2017-10-11 00:00:00	2.0	0.8	1.2	1.6	0.3	0.3	0.36	-0.98	1.28
2017-10-11 01:00:00	1.6	1.3	1.4	1.4	0.8	0.6	0.89	-0.46	1.8
2017-10-11 02:00:00	1.2	1.6	1.5	1.1	1.4	1.1	1.87	0.49	2.79
2017-10-11 03:00:00	0.9	1.8	1.5	0.9	2.1	1.7	2.85	1.41	3.81
2017-10-11 04:00:00	0.6	1.7	1.4	0.7	2.6	2.3	3.41	1.97	4.36
2017-10-11 05:00:00	0.5	1.6	1.1	0.6	2.9	2.7	3.44	2.0	4.4
2017-10-11 06:00:00	0.8	1.3	0.9	0.7	2.8	2.7	3.05	1.61	4.0
2017-10-11 07:00:00	1.2	1.0	0.7	0.8	2.3	2.5	2.43	0.98	3.38
2017-10-11 08:00:00	1.7	0.8	0.5	1.1	1.9	2.1	1.74	0.3	2.69
2017-10-11 09:00:00	2.1	0.5	0.5	1.4	1.2	1.5	1.08	-0.33	2.0
2017-10-11 10:00:00	2.3	0.4	0.6	1.5	0.7	0.9	0.66	-0.75	1.57
2017-10-11 11:00:00	2.3	0.5	0.7	1.6	0.4	0.5	0.39	-1.02	1.35
2017-10-11 12:00:00	2.0	0.6	0.9	1.5	0.5	0.4	0.23	-1.18	1.15
2017-10-11 13:00:00	1.7	0.8	1.0	1.3	1.0	0.7			
2017-10-11 14:00:00	1.3	1.0	1.0	1.0	1.6	1.2			
2017-10-11 15:00:00	0.9	1.1	1.0	0.8	2.4	2.0			
2017-10-11 16:00:00	0.7	1.2	0.9	0.6	3.1	2.6			
2017-10-11 17:00:00	0.6	1.0	0.7	0.4	3.5	3.2			
2017-10-11 18:00:00	0.8	0.9	0.5	0.5	3.5	3.4			
2017-10-11 19:00:00	1.2	0.6	0.4	0.7	3.2	3.3			
2017-10-11 20:00:00	1.8	0.5	0.3	1.1	2.8	3.0			
2017-10-11 21:00:00	2.3	0.4	0.4	1.5	2.1	2.4			
2017-10-11 22:00:00	2.6	0.4	0.6	1.7	1.5	1.9			
2017-10-11 23:00:00	2.7	0.5	0.9	1.9	1.0	1.3			
2017-10-12 00:00:00	2.5	0.9	1.2	2.0	0.8	0.9			
2017-10-12 01:00:00	2.2	1.4	1.6	1.9	0.8	0.8			
2017-10-12 02:00:00	1.8	1.7	1.8	1.8	1.2	1.1			
2017-10-12 03:00:00	1.5	2.1	1.9	1.5	1.8	1.5			
2017-10-12 04:00:00	1.2	2.2	2.0	1.3	2.4	2.1			
2017-10-12 05:00:00	1.0				2.8	2.5			
2017-10-12 06:00:00	0.9				3.0	2.9			
2017-10-12 07:00:00	1.0				2.9	3.0			
2017-10-12 08:00:00	1.5				2.6	2.8			
